rate_date,from_currency,to_currency,rate_value
2024-10-08,USD,KHR,0.999243
2024-10-08,EUR,KHR,0.925507
2024-10-08,JPY,KHR,149.648394
2024-10-08,CNY,KHR,7.240816
2024-10-08,GBP,KHR,0.792636
2024-10-08,THB,KHR,35.367192
2024-10-08,KRW,KHR,1325.489541
2024-10-09,USD,KHR,1.000062
2024-10-09,EUR,KHR,0.924767
2024-10-09,JPY,KHR,149.240699
2024-10-09,CNY,KHR,7.229478
2024-10-09,GBP,KHR,0.791752
2024-10-09,THB,KHR,35.493677
2024-10-09,KRW,KHR,1309.152529
2024-10-10,USD,KHR,0.999806
2024-10-10,EUR,KHR,0.925831
2024-10-10,JPY,KHR,149.388648
2024-10-10,CNY,KHR,7.214791
2024-10-10,GBP,KHR,0.793394
2024-10-10,THB,KHR,35.302608
2024-10-10,KRW,KHR,1300.408731
2024-10-11,USD,KHR,0.999996
2024-10-11,EUR,KHR,0.920832
2024-10-11,JPY,KHR,149.763597
2024-10-11,CNY,KHR,7.214145
2024-10-11,GBP,KHR,0.789287
2024-10-11,THB,KHR,35.351035
2024-10-11,KRW,KHR,1322.028756
2024-10-14,USD,KHR,0.998385
2024-10-14,EUR,KHR,0.919313
2024-10-14,JPY,KHR,149.812849
2024-10-14,CNY,KHR,7.189128
2024-10-14,GBP,KHR,0.787523
2024-10-14,THB,KHR,35.583938
2024-10-14,KRW,KHR,1334.312463
2024-10-15,USD,KHR,0.998496
2024-10-15,EUR,KHR,0.921564
2024-10-15,JPY,KHR,148.021805
2024-10-15,CNY,KHR,7.201041
2024-10-15,GBP,KHR,0.797565
2024-10-15,THB,KHR,35.571161
2024-10-15,KRW,KHR,1312.569245
2024-10-16,USD,KHR,1.000219
2024-10-16,EUR,KHR,0.922953
2024-10-16,JPY,KHR,149.716826
2024-10-16,CNY,KHR,7.305081
2024-10-16,GBP,KHR,0.792871
2024-10-16,THB,KHR,35.181247
2024-10-16,KRW,KHR,1317.318554
2024-10-17,USD,KHR,0.999263
2024-10-17,EUR,KHR,0.919061
2024-10-17,JPY,KHR,149.516105
2024-10-17,CNY,KHR,7.221143
2024-10-17,GBP,KHR,0.784857
2024-10-17,THB,KHR,35.645203
2024-10-17,KRW,KHR,1325.51944
2024-10-18,USD,KHR,0.999329
2024-10-18,EUR,KHR,0.923126
2024-10-18,JPY,KHR,150.307516
2024-10-18,CNY,KHR,7.276701
2024-10-18,GBP,KHR,0.784998
2024-10-18,THB,KHR,35.583057
2024-10-18,KRW,KHR,1314.384036
2024-10-21,USD,KHR,1.001155
2024-10-21,EUR,KHR,0.919115
2024-10-21,JPY,KHR,146.782952
2024-10-21,CNY,KHR,7.241024
2024-10-21,GBP,KHR,0.781543
2024-10-21,THB,KHR,35.476874
2024-10-21,KRW,KHR,1319.462309
2024-10-22,USD,KHR,0.999599
2024-10-22,EUR,KHR,0.91316
2024-10-22,JPY,KHR,148.165588
2024-10-22,CNY,KHR,7.215541
2024-10-22,GBP,KHR,0.788824
2024-10-22,THB,KHR,35.637225
2024-10-22,KRW,KHR,1326.551949
2024-10-23,USD,KHR,0.999528
2024-10-23,EUR,KHR,0.92586
2024-10-23,JPY,KHR,147.863797
2024-10-23,CNY,KHR,7.259838
2024-10-23,GBP,KHR,0.789169
2024-10-23,THB,KHR,35.525169
2024-10-23,KRW,KHR,1325.899391
2024-10-24,USD,KHR,0.99932
2024-10-24,EUR,KHR,0.923685
2024-10-24,JPY,KHR,149.488865
2024-10-24,CNY,KHR,7.309846
2024-10-24,GBP,KHR,0.788558
2024-10-24,THB,KHR,35.635167
2024-10-24,KRW,KHR,1325.979116
2024-10-25,USD,KHR,0.998826
2024-10-25,EUR,KHR,0.926259
2024-10-25,JPY,KHR,148.231749
2024-10-25,CNY,KHR,7.175361
2024-10-25,GBP,KHR,0.794045
2024-10-25,THB,KHR,35.613844
2024-10-25,KRW,KHR,1320.480717
2024-10-28,USD,KHR,0.999739
2024-10-28,EUR,KHR,0.927285
2024-10-28,JPY,KHR,150.351394
2024-10-28,CNY,KHR,7.221006
2024-10-28,GBP,KHR,0.793467
2024-10-28,THB,KHR,35.367589
2024-10-28,KRW,KHR,1314.835136
2024-10-29,USD,KHR,0.998949
2024-10-29,EUR,KHR,0.90988
2024-10-29,JPY,KHR,148.091958
2024-10-29,CNY,KHR,7.275399
2024-10-29,GBP,KHR,0.784796
2024-10-29,THB,KHR,35.441422
2024-10-29,KRW,KHR,1309.272603
2024-10-30,USD,KHR,1.000866
2024-10-30,EUR,KHR,0.920006
2024-10-30,JPY,KHR,150.086931
2024-10-30,CNY,KHR,7.236939
2024-10-30,GBP,KHR,0.784449
2024-10-30,THB,KHR,35.396275
2024-10-30,KRW,KHR,1327.736337
2024-10-31,USD,KHR,0.999943
2024-10-31,EUR,KHR,0.923562
2024-10-31,JPY,KHR,145.717535
2024-10-31,CNY,KHR,7.272149
2024-10-31,GBP,KHR,0.787659
2024-10-31,THB,KHR,35.731409
2024-10-31,KRW,KHR,1315.280623
2024-11-01,USD,KHR,1.000028
2024-11-01,EUR,KHR,0.923038
2024-11-01,JPY,KHR,148.452549
2024-11-01,CNY,KHR,7.265274
2024-11-01,GBP,KHR,0.786942
2024-11-01,THB,KHR,35.637289
2024-11-01,KRW,KHR,1327.329226
2024-11-04,USD,KHR,1.000496
2024-11-04,EUR,KHR,0.916669
2024-11-04,JPY,KHR,149.248157
2024-11-04,CNY,KHR,7.248685
2024-11-04,GBP,KHR,0.780362
2024-11-04,THB,KHR,35.441239
2024-11-04,KRW,KHR,1328.667799
2024-11-05,USD,KHR,0.998732
2024-11-05,EUR,KHR,0.925883
2024-11-05,JPY,KHR,148.748535
2024-11-05,CNY,KHR,7.249362
2024-11-05,GBP,KHR,0.78456
2024-11-05,THB,KHR,35.551586
2024-11-05,KRW,KHR,1324.275607
2024-11-06,USD,KHR,1.001136
2024-11-06,EUR,KHR,0.926229
2024-11-06,JPY,KHR,150.999214
2024-11-06,CNY,KHR,7.24605
2024-11-06,GBP,KHR,0.784188
2024-11-06,THB,KHR,35.640981
2024-11-06,KRW,KHR,1307.949795
2024-11-07,USD,KHR,0.999561
2024-11-07,EUR,KHR,0.923391
2024-11-07,JPY,KHR,150.030495
2024-11-07,CNY,KHR,7.286135
2024-11-07,GBP,KHR,0.789981
2024-11-07,THB,KHR,35.320008
2024-11-07,KRW,KHR,1317.456612
2024-11-08,USD,KHR,1.000174
2024-11-08,EUR,KHR,0.918387
2024-11-08,JPY,KHR,151.189294
2024-11-08,CNY,KHR,7.232829
2024-11-08,GBP,KHR,0.783194
2024-11-08,THB,KHR,35.549713
2024-11-08,KRW,KHR,1309.395389
2024-11-11,USD,KHR,1.0017
2024-11-11,EUR,KHR,0.921242
2024-11-11,JPY,KHR,147.821672
2024-11-11,CNY,KHR,7.271259
2024-11-11,GBP,KHR,0.80123
2024-11-11,THB,KHR,35.286568
2024-11-11,KRW,KHR,1328.344399
2024-11-12,USD,KHR,1.000484
2024-11-12,EUR,KHR,0.920808
2024-11-12,JPY,KHR,149.910621
2024-11-12,CNY,KHR,7.254245
2024-11-12,GBP,KHR,0.786715
2024-11-12,THB,KHR,35.65027
2024-11-12,KRW,KHR,1307.530397
2024-11-13,USD,KHR,1.001959
2024-11-13,EUR,KHR,0.927027
2024-11-13,JPY,KHR,148.081382
2024-11-13,CNY,KHR,7.239844
2024-11-13,GBP,KHR,0.79673
2024-11-13,THB,KHR,35.447709
2024-11-13,KRW,KHR,1318.499345
2024-11-14,USD,KHR,0.999598
2024-11-14,EUR,KHR,0.92537
2024-11-14,JPY,KHR,148.773211
2024-11-14,CNY,KHR,7.239715
2024-11-14,GBP,KHR,0.792561
2024-11-14,THB,KHR,35.47789
2024-11-14,KRW,KHR,1311.994173
2024-11-15,USD,KHR,0.998658
2024-11-15,EUR,KHR,0.913016
2024-11-15,JPY,KHR,148.088954
2024-11-15,CNY,KHR,7.190173
2024-11-15,GBP,KHR,0.786555
2024-11-15,THB,KHR,35.531973
2024-11-15,KRW,KHR,1320.499841
2024-11-18,USD,KHR,0.999173
2024-11-18,EUR,KHR,0.915317
2024-11-18,JPY,KHR,148.311907
2024-11-18,CNY,KHR,7.199806
2024-11-18,GBP,KHR,0.784142
2024-11-18,THB,KHR,35.57608
2024-11-18,KRW,KHR,1307.02139
2024-11-19,USD,KHR,1.000017
2024-11-19,EUR,KHR,0.917157
2024-11-19,JPY,KHR,152.403822
2024-11-19,CNY,KHR,7.187961
2024-11-19,GBP,KHR,0.790916
2024-11-19,THB,KHR,35.464456
2024-11-19,KRW,KHR,1312.874755
2024-11-20,USD,KHR,1.000315
2024-11-20,EUR,KHR,0.920716
2024-11-20,JPY,KHR,148.221589
2024-11-20,CNY,KHR,7.252345
2024-11-20,GBP,KHR,0.791845
2024-11-20,THB,KHR,35.639459
2024-11-20,KRW,KHR,1314.363866
2024-11-21,USD,KHR,1.00147
2024-11-21,EUR,KHR,0.919095
2024-11-21,JPY,KHR,147.136689
2024-11-21,CNY,KHR,7.255149
2024-11-21,GBP,KHR,0.789613
2024-11-21,THB,KHR,35.40603
2024-11-21,KRW,KHR,1328.623141
2024-11-22,USD,KHR,0.999528
2024-11-22,EUR,KHR,0.924678
2024-11-22,JPY,KHR,149.401089
2024-11-22,CNY,KHR,7.261729
2024-11-22,GBP,KHR,0.793221
2024-11-22,THB,KHR,35.550392
2024-11-22,KRW,KHR,1310.463919
2024-11-25,USD,KHR,1.00092
2024-11-25,EUR,KHR,0.9201
2024-11-25,JPY,KHR,151.894704
2024-11-25,CNY,KHR,7.253862
2024-11-25,GBP,KHR,0.79356
2024-11-25,THB,KHR,35.418539
2024-11-25,KRW,KHR,1316.247252
2024-11-26,USD,KHR,1.000097
2024-11-26,EUR,KHR,0.914616
2024-11-26,JPY,KHR,148.100348
2024-11-26,CNY,KHR,7.236855
2024-11-26,GBP,KHR,0.789631
2024-11-26,THB,KHR,35.521521
2024-11-26,KRW,KHR,1330.322042
2024-11-27,USD,KHR,0.9996
2024-11-27,EUR,KHR,0.923132
2024-11-27,JPY,KHR,149.327016
2024-11-27,CNY,KHR,7.234381
2024-11-27,GBP,KHR,0.791219
2024-11-27,THB,KHR,35.279787
2024-11-27,KRW,KHR,1320.613137
2024-11-28,USD,KHR,0.999362
2024-11-28,EUR,KHR,0.915723
2024-11-28,JPY,KHR,147.243158
2024-11-28,CNY,KHR,7.227174
2024-11-28,GBP,KHR,0.781101
2024-11-28,THB,KHR,35.592668
2024-11-28,KRW,KHR,1317.7888
2024-11-29,USD,KHR,0.998318
2024-11-29,EUR,KHR,0.916902
2024-11-29,JPY,KHR,150.402925
2024-11-29,CNY,KHR,7.222772
2024-11-29,GBP,KHR,0.788667
2024-11-29,THB,KHR,35.460682
2024-11-29,KRW,KHR,1318.814729
2024-12-02,USD,KHR,0.9983
2024-12-02,EUR,KHR,0.919791
2024-12-02,JPY,KHR,148.832521
2024-12-02,CNY,KHR,7.325541
2024-12-02,GBP,KHR,0.78899
2024-12-02,THB,KHR,35.451476
2024-12-02,KRW,KHR,1329.133528
2024-12-03,USD,KHR,0.999844
2024-12-03,EUR,KHR,0.921165
2024-12-03,JPY,KHR,148.454557
2024-12-03,CNY,KHR,7.285039
2024-12-03,GBP,KHR,0.787025
2024-12-03,THB,KHR,35.539975
2024-12-03,KRW,KHR,1330.462984
2024-12-04,USD,KHR,0.999695
2024-12-04,EUR,KHR,0.919999
2024-12-04,JPY,KHR,150.20147
2024-12-04,CNY,KHR,7.25977
2024-12-04,GBP,KHR,0.784833
2024-12-04,THB,KHR,35.519328
2024-12-04,KRW,KHR,1311.26479
2024-12-05,USD,KHR,0.999255
2024-12-05,EUR,KHR,0.917017
2024-12-05,JPY,KHR,150.95431
2024-12-05,CNY,KHR,7.286237
2024-12-05,GBP,KHR,0.80235
2024-12-05,THB,KHR,35.493977
2024-12-05,KRW,KHR,1312.2254
2024-12-06,USD,KHR,0.999031
2024-12-06,EUR,KHR,0.927394
2024-12-06,JPY,KHR,147.6601
2024-12-06,CNY,KHR,7.230821
2024-12-06,GBP,KHR,0.787317
2024-12-06,THB,KHR,35.686374
2024-12-06,KRW,KHR,1310.636701
2024-12-09,USD,KHR,1.001102
2024-12-09,EUR,KHR,0.926041
2024-12-09,JPY,KHR,149.300543
2024-12-09,CNY,KHR,7.253481
2024-12-09,GBP,KHR,0.782706
2024-12-09,THB,KHR,35.490606
2024-12-09,KRW,KHR,1318.01315
2024-12-10,USD,KHR,0.99742
2024-12-10,EUR,KHR,0.921911
2024-12-10,JPY,KHR,149.924779
2024-12-10,CNY,KHR,7.19096
2024-12-10,GBP,KHR,0.783306
2024-12-10,THB,KHR,35.420201
2024-12-10,KRW,KHR,1315.11036
2024-12-11,USD,KHR,0.999694
2024-12-11,EUR,KHR,0.915593
2024-12-11,JPY,KHR,148.294603
2024-12-11,CNY,KHR,7.248877
2024-12-11,GBP,KHR,0.787747
2024-12-11,THB,KHR,35.488626
2024-12-11,KRW,KHR,1317.877758
2024-12-12,USD,KHR,1.000457
2024-12-12,EUR,KHR,0.91929
2024-12-12,JPY,KHR,150.530401
2024-12-12,CNY,KHR,7.242983
2024-12-12,GBP,KHR,0.794214
2024-12-12,THB,KHR,35.632814
2024-12-12,KRW,KHR,1306.505207
2024-12-13,USD,KHR,1.000922
2024-12-13,EUR,KHR,0.928201
2024-12-13,JPY,KHR,148.336855
2024-12-13,CNY,KHR,7.239077
2024-12-13,GBP,KHR,0.788307
2024-12-13,THB,KHR,35.546949
2024-12-13,KRW,KHR,1324.804725
2024-12-16,USD,KHR,0.999331
2024-12-16,EUR,KHR,0.926038
2024-12-16,JPY,KHR,148.47541
2024-12-16,CNY,KHR,7.235994
2024-12-16,GBP,KHR,0.794852
2024-12-16,THB,KHR,35.708041
2024-12-16,KRW,KHR,1315.263066
2024-12-17,USD,KHR,1.000782
2024-12-17,EUR,KHR,0.921012
2024-12-17,JPY,KHR,147.607397
2024-12-17,CNY,KHR,7.212338
2024-12-17,GBP,KHR,0.784289
2024-12-17,THB,KHR,35.446397
2024-12-17,KRW,KHR,1316.148877
2024-12-18,USD,KHR,1.000028
2024-12-18,EUR,KHR,0.925877
2024-12-18,JPY,KHR,150.005282
2024-12-18,CNY,KHR,7.316833
2024-12-18,GBP,KHR,0.788846
2024-12-18,THB,KHR,35.584055
2024-12-18,KRW,KHR,1323.829164
2024-12-19,USD,KHR,1.001507
2024-12-19,EUR,KHR,0.918258
2024-12-19,JPY,KHR,150.510928
2024-12-19,CNY,KHR,7.287178
2024-12-19,GBP,KHR,0.786583
2024-12-19,THB,KHR,35.492026
2024-12-19,KRW,KHR,1324.65979
2024-12-20,USD,KHR,0.999565
2024-12-20,EUR,KHR,0.915974
2024-12-20,JPY,KHR,151.691949
2024-12-20,CNY,KHR,7.233349
2024-12-20,GBP,KHR,0.79822
2024-12-20,THB,KHR,35.445853
2024-12-20,KRW,KHR,1318.086498
2024-12-23,USD,KHR,1.000797
2024-12-23,EUR,KHR,0.919052
2024-12-23,JPY,KHR,148.424954
2024-12-23,CNY,KHR,7.219151
2024-12-23,GBP,KHR,0.791292
2024-12-23,THB,KHR,35.429059
2024-12-23,KRW,KHR,1320.813746
2024-12-24,USD,KHR,0.997743
2024-12-24,EUR,KHR,0.917433
2024-12-24,JPY,KHR,149.284347
2024-12-24,CNY,KHR,7.225154
2024-12-24,GBP,KHR,0.78529
2024-12-24,THB,KHR,35.405907
2024-12-24,KRW,KHR,1320.651613
2024-12-25,USD,KHR,1.001487
2024-12-25,EUR,KHR,0.913567
2024-12-25,JPY,KHR,149.169593
2024-12-25,CNY,KHR,7.268295
2024-12-25,GBP,KHR,0.791585
2024-12-25,THB,KHR,35.490015
2024-12-25,KRW,KHR,1315.835416
2024-12-26,USD,KHR,1.000013
2024-12-26,EUR,KHR,0.919535
2024-12-26,JPY,KHR,146.884992
2024-12-26,CNY,KHR,7.219271
2024-12-26,GBP,KHR,0.780759
2024-12-26,THB,KHR,35.637498
2024-12-26,KRW,KHR,1327.601272
2024-12-27,USD,KHR,0.999212
2024-12-27,EUR,KHR,0.923702
2024-12-27,JPY,KHR,152.428582
2024-12-27,CNY,KHR,7.221956
2024-12-27,GBP,KHR,0.796159
2024-12-27,THB,KHR,35.538607
2024-12-27,KRW,KHR,1317.812899
2024-12-30,USD,KHR,0.998894
2024-12-30,EUR,KHR,0.917443
2024-12-30,JPY,KHR,149.027685
2024-12-30,CNY,KHR,7.172935
2024-12-30,GBP,KHR,0.792514
2024-12-30,THB,KHR,35.465736
2024-12-30,KRW,KHR,1324.243417
2024-12-31,USD,KHR,0.999581
2024-12-31,EUR,KHR,0.933792
2024-12-31,JPY,KHR,147.517888
2024-12-31,CNY,KHR,7.212979
2024-12-31,GBP,KHR,0.793343
2024-12-31,THB,KHR,35.751177
2024-12-31,KRW,KHR,1310.830051
2025-01-01,USD,KHR,1.001829
2025-01-01,EUR,KHR,0.915782
2025-01-01,JPY,KHR,151.046867
2025-01-01,CNY,KHR,7.242183
2025-01-01,GBP,KHR,0.80057
2025-01-01,THB,KHR,35.689781
2025-01-01,KRW,KHR,1314.015043
2025-01-02,USD,KHR,1.002936
2025-01-02,EUR,KHR,0.914829
2025-01-02,JPY,KHR,149.12491
2025-01-02,CNY,KHR,7.292357
2025-01-02,GBP,KHR,0.786517
2025-01-02,THB,KHR,35.431696
2025-01-02,KRW,KHR,1321.207025
2025-01-03,USD,KHR,1.000452
2025-01-03,EUR,KHR,0.921781
2025-01-03,JPY,KHR,148.608146
2025-01-03,CNY,KHR,7.245702
2025-01-03,GBP,KHR,0.793021
2025-01-03,THB,KHR,35.660175
2025-01-03,KRW,KHR,1323.032203
2025-01-06,USD,KHR,0.998747
2025-01-06,EUR,KHR,0.920131
2025-01-06,JPY,KHR,148.75777
2025-01-06,CNY,KHR,7.278199
2025-01-06,GBP,KHR,0.782058
2025-01-06,THB,KHR,35.559612
2025-01-06,KRW,KHR,1310.155738
2025-01-07,USD,KHR,1.001272
2025-01-07,EUR,KHR,0.923547
2025-01-07,JPY,KHR,149.76232
2025-01-07,CNY,KHR,7.254623
2025-01-07,GBP,KHR,0.788403
2025-01-07,THB,KHR,35.57197
2025-01-07,KRW,KHR,1319.541449
2025-01-08,USD,KHR,1.000731
2025-01-08,EUR,KHR,0.920269
2025-01-08,JPY,KHR,146.532495
2025-01-08,CNY,KHR,7.225124
2025-01-08,GBP,KHR,0.797193
2025-01-08,THB,KHR,35.654696
2025-01-08,KRW,KHR,1320.966034
2025-01-09,USD,KHR,0.999874
2025-01-09,EUR,KHR,0.918458
2025-01-09,JPY,KHR,150.254151
2025-01-09,CNY,KHR,7.256769
2025-01-09,GBP,KHR,0.785359
2025-01-09,THB,KHR,35.570466
2025-01-09,KRW,KHR,1331.391965
2025-01-10,USD,KHR,0.999045
2025-01-10,EUR,KHR,0.919141
2025-01-10,JPY,KHR,150.054424
2025-01-10,CNY,KHR,7.260931
2025-01-10,GBP,KHR,0.788007
2025-01-10,THB,KHR,35.443696
2025-01-10,KRW,KHR,1315.713699
2025-01-13,USD,KHR,1.000385
2025-01-13,EUR,KHR,0.921974
2025-01-13,JPY,KHR,149.476777
2025-01-13,CNY,KHR,7.200492
2025-01-13,GBP,KHR,0.784833
2025-01-13,THB,KHR,35.567822
2025-01-13,KRW,KHR,1308.717145
2025-01-14,USD,KHR,1.000226
2025-01-14,EUR,KHR,0.91834
2025-01-14,JPY,KHR,148.779735
2025-01-14,CNY,KHR,7.240773
2025-01-14,GBP,KHR,0.797946
2025-01-14,THB,KHR,35.530759
2025-01-14,KRW,KHR,1317.268049
2025-01-15,USD,KHR,0.998527
2025-01-15,EUR,KHR,0.922356
2025-01-15,JPY,KHR,150.859497
2025-01-15,CNY,KHR,7.25759
2025-01-15,GBP,KHR,0.795527
2025-01-15,THB,KHR,35.550758
2025-01-15,KRW,KHR,1307.957741
2025-01-16,USD,KHR,0.999955
2025-01-16,EUR,KHR,0.922414
2025-01-16,JPY,KHR,150.36233
2025-01-16,CNY,KHR,7.225721
2025-01-16,GBP,KHR,0.7897
2025-01-16,THB,KHR,35.538965
2025-01-16,KRW,KHR,1331.746747
2025-01-17,USD,KHR,1.001005
2025-01-17,EUR,KHR,0.922973
2025-01-17,JPY,KHR,149.973882
2025-01-17,CNY,KHR,7.210308
2025-01-17,GBP,KHR,0.784781
2025-01-17,THB,KHR,35.490217
2025-01-17,KRW,KHR,1329.62423
2025-01-20,USD,KHR,1.000395
2025-01-20,EUR,KHR,0.922581
2025-01-20,JPY,KHR,147.704139
2025-01-20,CNY,KHR,7.197671
2025-01-20,GBP,KHR,0.795308
2025-01-20,THB,KHR,35.496311
2025-01-20,KRW,KHR,1307.861524
2025-01-21,USD,KHR,1.000882
2025-01-21,EUR,KHR,0.921187
2025-01-21,JPY,KHR,153.029951
2025-01-21,CNY,KHR,7.2762
2025-01-21,GBP,KHR,0.791643
2025-01-21,THB,KHR,35.483907
2025-01-21,KRW,KHR,1322.14641
2025-01-22,USD,KHR,0.999897
2025-01-22,EUR,KHR,0.913382
2025-01-22,JPY,KHR,150.609316
2025-01-22,CNY,KHR,7.24796
2025-01-22,GBP,KHR,0.776943
2025-01-22,THB,KHR,35.432317
2025-01-22,KRW,KHR,1312.342425
2025-01-23,USD,KHR,1.000981
2025-01-23,EUR,KHR,0.919797
2025-01-23,JPY,KHR,151.278939
2025-01-23,CNY,KHR,7.19391
2025-01-23,GBP,KHR,0.784901
2025-01-23,THB,KHR,35.613646
2025-01-23,KRW,KHR,1313.945755
2025-01-24,USD,KHR,0.998941
2025-01-24,EUR,KHR,0.917577
2025-01-24,JPY,KHR,148.59125
2025-01-24,CNY,KHR,7.255619
2025-01-24,GBP,KHR,0.7953
2025-01-24,THB,KHR,35.330993
2025-01-24,KRW,KHR,1317.313225
2025-01-27,USD,KHR,1.000014
2025-01-27,EUR,KHR,0.920378
2025-01-27,JPY,KHR,150.496574
2025-01-27,CNY,KHR,7.243471
2025-01-27,GBP,KHR,0.787252
2025-01-27,THB,KHR,35.381583
2025-01-27,KRW,KHR,1303.139686
2025-01-28,USD,KHR,0.999629
2025-01-28,EUR,KHR,0.920066
2025-01-28,JPY,KHR,150.602383
2025-01-28,CNY,KHR,7.22906
2025-01-28,GBP,KHR,0.801014
2025-01-28,THB,KHR,35.491855
2025-01-28,KRW,KHR,1315.533904
2025-01-29,USD,KHR,1.000381
2025-01-29,EUR,KHR,0.915535
2025-01-29,JPY,KHR,149.749854
2025-01-29,CNY,KHR,7.180224
2025-01-29,GBP,KHR,0.793205
2025-01-29,THB,KHR,35.507101
2025-01-29,KRW,KHR,1321.945674
2025-01-30,USD,KHR,1.000155
2025-01-30,EUR,KHR,0.914141
2025-01-30,JPY,KHR,148.425249
2025-01-30,CNY,KHR,7.285364
2025-01-30,GBP,KHR,0.792344
2025-01-30,THB,KHR,35.436391
2025-01-30,KRW,KHR,1323.890784
2025-01-31,USD,KHR,1.000408
2025-01-31,EUR,KHR,0.928991
2025-01-31,JPY,KHR,150.82798
2025-01-31,CNY,KHR,7.251907
2025-01-31,GBP,KHR,0.787871
2025-01-31,THB,KHR,35.689963
2025-01-31,KRW,KHR,1319.06169
2025-02-03,USD,KHR,0.999129
2025-02-03,EUR,KHR,0.914387
2025-02-03,JPY,KHR,148.468574
2025-02-03,CNY,KHR,7.229456
2025-02-03,GBP,KHR,0.793628
2025-02-03,THB,KHR,35.597254
2025-02-03,KRW,KHR,1330.635885
2025-02-04,USD,KHR,1.000153
2025-02-04,EUR,KHR,0.923825
2025-02-04,JPY,KHR,152.202141
2025-02-04,CNY,KHR,7.266362
2025-02-04,GBP,KHR,0.797598
2025-02-04,THB,KHR,35.339117
2025-02-04,KRW,KHR,1313.145778
2025-02-05,USD,KHR,0.999249
2025-02-05,EUR,KHR,0.907686
2025-02-05,JPY,KHR,149.588119
2025-02-05,CNY,KHR,7.280325
2025-02-05,GBP,KHR,0.787463
2025-02-05,THB,KHR,35.520815
2025-02-05,KRW,KHR,1312.108539
2025-02-06,USD,KHR,0.999508
2025-02-06,EUR,KHR,0.921312
2025-02-06,JPY,KHR,148.069852
2025-02-06,CNY,KHR,7.274
2025-02-06,GBP,KHR,0.780905
2025-02-06,THB,KHR,35.534318
2025-02-06,KRW,KHR,1315.458708
2025-02-07,USD,KHR,1.001489
2025-02-07,EUR,KHR,0.923504
2025-02-07,JPY,KHR,147.007346
2025-02-07,CNY,KHR,7.169847
2025-02-07,GBP,KHR,0.785254
2025-02-07,THB,KHR,35.446513
2025-02-07,KRW,KHR,1318.253576
2025-02-10,USD,KHR,1.00003
2025-02-10,EUR,KHR,0.923099
2025-02-10,JPY,KHR,147.866275
2025-02-10,CNY,KHR,7.187856
2025-02-10,GBP,KHR,0.791197
2025-02-10,THB,KHR,35.461556
2025-02-10,KRW,KHR,1319.04483
2025-02-11,USD,KHR,0.999358
2025-02-11,EUR,KHR,0.919203
2025-02-11,JPY,KHR,151.277862
2025-02-11,CNY,KHR,7.19299
2025-02-11,GBP,KHR,0.784191
2025-02-11,THB,KHR,35.568331
2025-02-11,KRW,KHR,1334.482848
2025-02-12,USD,KHR,0.999794
2025-02-12,EUR,KHR,0.914192
2025-02-12,JPY,KHR,147.106661
2025-02-12,CNY,KHR,7.247545
2025-02-12,GBP,KHR,0.784078
2025-02-12,THB,KHR,35.731699
2025-02-12,KRW,KHR,1341.636417
2025-02-13,USD,KHR,1.000226
2025-02-13,EUR,KHR,0.922233
2025-02-13,JPY,KHR,149.358976
2025-02-13,CNY,KHR,7.273066
2025-02-13,GBP,KHR,0.789985
2025-02-13,THB,KHR,35.506747
2025-02-13,KRW,KHR,1332.570126
2025-02-14,USD,KHR,1.000626
2025-02-14,EUR,KHR,0.929803
2025-02-14,JPY,KHR,147.542352
2025-02-14,CNY,KHR,7.22391
2025-02-14,GBP,KHR,0.785715
2025-02-14,THB,KHR,35.589649
2025-02-14,KRW,KHR,1315.439225
2025-02-17,USD,KHR,1.000602
2025-02-17,EUR,KHR,0.914623
2025-02-17,JPY,KHR,149.387168
2025-02-17,CNY,KHR,7.306521
2025-02-17,GBP,KHR,0.797766
2025-02-17,THB,KHR,35.299936
2025-02-17,KRW,KHR,1323.368779
2025-02-18,USD,KHR,1.000826
2025-02-18,EUR,KHR,0.91773
2025-02-18,JPY,KHR,148.181553
2025-02-18,CNY,KHR,7.259171
2025-02-18,GBP,KHR,0.790478
2025-02-18,THB,KHR,35.558846
2025-02-18,KRW,KHR,1318.539605
2025-02-19,USD,KHR,1.002331
2025-02-19,EUR,KHR,0.915796
2025-02-19,JPY,KHR,148.906786
2025-02-19,CNY,KHR,7.254911
2025-02-19,GBP,KHR,0.793468
2025-02-19,THB,KHR,35.353167
2025-02-19,KRW,KHR,1331.987169
2025-02-20,USD,KHR,0.998542
2025-02-20,EUR,KHR,0.920029
2025-02-20,JPY,KHR,149.132796
2025-02-20,CNY,KHR,7.219507
2025-02-20,GBP,KHR,0.795372
2025-02-20,THB,KHR,35.250039
2025-02-20,KRW,KHR,1313.247567
2025-02-21,USD,KHR,0.999097
2025-02-21,EUR,KHR,0.924025
2025-02-21,JPY,KHR,151.354304
2025-02-21,CNY,KHR,7.262458
2025-02-21,GBP,KHR,0.796614
2025-02-21,THB,KHR,35.263085
2025-02-21,KRW,KHR,1321.511665
2025-02-24,USD,KHR,0.998617
2025-02-24,EUR,KHR,0.918275
2025-02-24,JPY,KHR,149.792627
2025-02-24,CNY,KHR,7.24274
2025-02-24,GBP,KHR,0.796521
2025-02-24,THB,KHR,35.289275
2025-02-24,KRW,KHR,1312.277795
2025-02-25,USD,KHR,0.998519
2025-02-25,EUR,KHR,0.912462
2025-02-25,JPY,KHR,150.702912
2025-02-25,CNY,KHR,7.245283
